"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"SE11 Stockholm","65-74 years","no information about level of educational attainment","men",3210,3180,3235,3293,3379,3476,3226,3033,2820,2731,2494,2318,2060,1855,1698,1478,1483,1420,1388,1366,1352,1296,1333,1361,1381,1415,1403,1410,1431,1361,1293,1283,1273,1237,1185,1117
"SE11 Stockholm","65-74 years","no information about level of educational attainment","women",4568,4325,4268,4266,4275,4360,4171,3951,3784,3669,3505,3361,3099,2851,2599,2362,2355,2301,2231,2111,2047,1915,1874,1855,1908,1889,1848,1805,1816,1747,1665,1643,1543,1443,1353,1259
"SE12 East-Central Sweden","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","men",19,169,125,231,194,585,434,402,319,347,362,296,229,192,169,157,161,400,546,608,652,736,891,935,859,860,948,986,994,1075,1188,1359,1392,1425,1649,1458
"SE12 East-Central Sweden","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","women",38,234,169,279,237,495,342,297,252,395,393,332,274,222,239,231,243,417,516,550,610,609,719,750,744,809,897,949,935,957,960,911,887,860,824,702
"SE12 East-Central Sweden","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","men",36476,35234,34556,34465,34038,34646,33908,32756,31307,30476,32472,32897,33841,34208,34877,34103,34502,35443,35946,36700,37819,39831,41019,41686,41738,40967,40070,38296,36366,35555,34513,34975,35398,36548,37274,38055
"SE12 East-Central Sweden","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","women",35823,34938,34787,34603,34027,33771,33389,31711,30162,29754,31163,31426,32008,31498,31704,30630,31037,32027,32625,33501,34621,36165,37441,38116,38047,37475,36208,34410,32346,31448,30699,30687,31012,31651,32756,33436
"SE12 East-Central Sweden","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","men",35209,36851,38055,38254,37472,36992,34350,31707,28659,24888,18865,13382,9425,6212,3558,3420,3741,4484,4152,3856,3360,3773,4297,4129,4049,4028,3797,3380,3042,3040,2999,3137,3003,2846,2915,3186
"SE12 East-Central Sweden","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","women",31450,31519,31577,31519,30505,30402,28304,26565,24193,20394,15555,11135,7627,4959,2632,2476,2733,3195,2965,2765,2421,2685,3119,3131,3221,3144,3160,2941,2849,2715,2615,2660,2605,2475,2396,2383
"SE12 East-Central Sweden","16-24 years","upper secondary education 3 years (ISCED97 3A)","men",11139,11240,11292,11326,11890,14027,15571,16769,18549,21559,24513,27679,29069,30647,31002,30512,30234,29820,30561,31747,33081,33389,34729,36502,38221,38755,39538,40681,41149,40481,39423,37990,36915,35939,35477,35304
"SE12 East-Central Sweden","16-24 years","upper secondary education 3 years (ISCED97 3A)","women",13259,14168,14969,15463,16130,17992,19087,19074,20098,22426,24576,26520,27062,28746,28873,27872,27632,27088,27192,27940,29153,29593,30832,32620,34164,34545,35245,36108,36690,35747,34439,33063,32106,31234,30757,30767
"SE12 East-Central Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",4975,5715,6140,6388,6498,7449,6908,7521,8517,9538,9892,9978,9807,9313,9215,8340,8269,8404,8549,8703,8667,8970,9014,8985,9175,10263,11043,11244,11315,11406,11130,10757,10413,9931,9832,9755
"SE12 East-Central Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",2666,3333,3443,3482,3838,4955,4822,6456,7611,9118,10000,10495,11214,10877,11117,10655,10771,11097,11319,11511,11394,11414,11511,11698,12294,13455,14169,14340,14263,14442,14398,14021,13459,12995,12777,12884
"SE12 East-Central Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","men",236,293,295,275,218,486,351,201,147,207,237,266,302,280,290,1873,1926,2008,2200,2243,2171,2013,2013,2153,2399,2501,2443,2714,2946,3063,2995,2997,2948,2889,2672,2855
"SE12 East-Central Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","women",469,557,630,683,604,867,645,401,351,588,710,881,1148,1116,1091,3353,3419,3514,3775,3795,3649,3406,3591,3548,3798,3994,4107,4560,4865,4966,5024,4992,4814,4836,4583,4607
"SE12 East-Central Sweden","16-24 years","post-graduate education (ISCED97 6)","men",1,0,1,1,0,2,0,1,1,6,5,2,1,1,1,7,17,17,6,5,3,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0
"SE12 East-Central Sweden","16-24 years","post-graduate education (ISCED97 6)","women",2,0,0,0,0,2,0,1,1,4,5,1,1,1,3,9,8,8,5,0,1,1,2,0,1,1,1,1,1,2,0,0,0,0,0,0
"SE12 East-Central Sweden","16-24 years","no information about level of educational attainment","men",6659,5633,5279,5045,5366,1030,2113,2615,3433,3216,2422,2613,2628,2947,3174,3274,3542,3095,3455,3534,3390,3911,3904,4164,4592,4799,4485,4569,4816,4872,5098,5873,6547,7111,7061,5972
"SE12 East-Central Sweden","16-24 years","no information about level of educational attainment","women",4551,3694,3727,3604,3962,780,1799,2396,3359,2820,2168,2247,2311,2662,2809,2738,2930,2706,3066,3112,3050,3543,3307,3440,3849,3993,3585,3667,3778,3629,3892,4397,4484,4575,4375,4020
"SE12 East-Central Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","men",2752,1941,1118,874,629,1565,1418,1372,1246,1448,1416,1345,1114,1025,977,742,745,812,943,969,1027,1238,1545,1766,1970,2238,2526,2699,2863,3031,3181,3429,3558,3506,3343,3102
"SE12 East-Central Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","women",2142,1748,1162,1113,887,1496,1396,1335,1236,1645,1628,1553,1362,1287,1299,1097,1072,1172,1284,1353,1425,1580,1736,1910,2116,2363,2582,2740,2979,3247,3352,3481,3517,3461,3323,3106
"SE12 East-Central Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","men",21826,21327,20325,18656,16715,18476,17836,16897,15858,15096,14501,14130,14098,13696,13012,9653,8998,8833,9115,9518,9415,9285,9338,9349,9468,9796,10098,10310,10184,10185,10730,11142,11600,11808,11942,12022
"SE12 East-Central Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","women",19973,19750,19236,18329,16507,15761,15126,13916,13116,12663,12364,12139,12257,11993,11595,7906,7319,6883,6774,6748,6490,6360,6268,6264,6284,6379,6480,6535,6465,6478,6641,6926,7106,7301,7323,7258
"SE12 East-Central Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","men",33241,35070,36895,39502,42097,45796,46983,48122,48825,49722,49849,49526,48067,45783,42999,39199,35064,30444,25951,21986,18672,15134,12721,10817,9131,8331,8162,8776,9376,9596,9603,9942,9942,10064,10235,10114
"SE12 East-Central Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","women",33093,33642,34381,35304,37995,42123,42568,43251,42936,42729,42175,41250,39590,37406,34554,28573,24956,21215,18112,15406,13126,10789,9262,7958,6785,6242,6223,6700,7113,7345,7417,7777,7968,8151,8289,8288
"SE12 East-Central Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","men",10346,9432,9223,9414,9640,12017,12476,12158,12105,12498,12469,12476,13435,14376,16034,20151,22560,24947,26720,28591,30530,32428,33773,35085,35948,36679,37303,37411,38638,40293,42086,44136,46268,47711,49076,49673
"SE12 East-Central Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","women",8914,8512,8493,8945,9696,11530,12718,13490,14083,15206,15530,15799,16132,16620,17402,23090,24114,25070,25521,25976,26288,26660,26741,26910,26916,26989,27085,27286,27789,28905,30246,31419,32978,33833,34359,34419
"SE12 East-Central Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",9608,9918,9949,10042,10689,12834,13586,15375,16452,17780,18356,18866,19246,19433,19516,15656,14798,14138,13423,13005,12630,12166,11903,11869,12046,12683,13283,13704,14343,14953,15744,16760,17763,18550,19000,18935
"SE12 East-Central Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",12490,12614,12198,11914,12046,14322,14463,15427,16237,17214,17511,18011,18473,18751,18863,15385,14782,14136,13676,13107,12480,11921,11417,11302,11536,11976,12705,13140,13855,14486,15304,16326,17490,18343,18841,18663
"SE12 East-Central Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","men",9032,8704,8342,7993,8294,9625,9161,8543,8125,8570,8355,8267,8355,8451,8767,14051,15291,16734,17900,19133,20076,20542,20935,21027,21185,21429,21465,21645,22164,22434,22273,23135,23363,24061,24766,25023
"SE12 East-Central Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","women",7676,7643,7503,7444,7603,8680,8503,8165,8071,8880,9005,9220,9790,10507,11721,17831,20144,22287,24335,26490,28626,29839,30820,31436,31507,31984,32250,32745,33440,34269,34518,35438,36583,37646,39285,40273
"SE12 East-Central Sweden","25-34 years","post-graduate education (ISCED97 6)","men",375,436,417,422,482,532,547,466,448,596,596,584,551,581,626,697,768,803,824,842,867,826,860,872,881,855,845,786,775,820,810,762,806,790,760,778
"SE12 East-Central Sweden","25-34 years","post-graduate education (ISCED97 6)","women",131,157,158,149,153,134,156,153,139,235,238,236,253,258,311,385,445,509,531,601,655,631,670,634,681,657,651,639,656,651,637,622,625,599,561,533
"SE12 East-Central Sweden","25-34 years","no information about level of educational attainment","men",9703,9462,9834,10384,11538,1689,2573,3293,4328,1990,1670,1724,1432,1683,1350,1162,1289,1161,1401,1434,1661,1834,2005,2199,2714,2866,2627,2612,2713,2743,2841,3495,3848,4161,4375,4279
"SE12 East-Central Sweden","25-34 years","no information about level of educational attainment","women",7532,7131,7425,7573,8108,1108,1912,2631,3866,1676,1495,1510,1421,1600,1342,1139,1246,1167,1424,1427,1464,1709,1713,1977,2432,2473,2303,2287,2418,2289,2255,2736,2912,3110,3304,3138
"SE12 East-Central Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","men",27588,25268,22430,19433,16101,13291,10703,8474,6570,5320,4139,3220,2496,2113,1931,1599,1508,1475,1558,1550,1557,1588,1627,1694,1719,1801,1913,2044,2206,2444,2752,3038,3297,3484,3737,3923
"SE12 East-Central Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","women",23976,21666,19143,16588,13282,10416,8310,6345,4921,4228,3462,2808,2344,2118,2050,1826,1792,1777,1913,1947,1982,2030,2224,2380,2497,2637,2778,2919,3133,3327,3500,3633,3831,4003,4130,4224
"SE12 East-Central Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","men",10547,11799,13418,15783,17686,16544,17516,18148,18692,19137,19312,19427,19518,18799,18134,15813,14990,14178,13220,12364,11698,11209,10770,10400,9817,9145,8593,8508,8853,9266,9266,9323,9344,9340,9460,9770
"SE12 East-Central Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","women",14331,15087,15780,16847,17122,15779,15988,15251,15227,15222,15209,15212,15203,14926,14579,11599,10864,10163,9343,8728,8215,7815,7471,7087,6738,6317,5993,5758,5784,5847,5732,5671,5661,5697,5733,5759
"SE12 East-Central Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","men",27543,28594,29423,29444,28732,31930,32833,33441,34068,35015,35948,37070,38282,39804,41699,43950,45184,46314,47150,47588,47683,47570,46507,44649,42092,38809,34983,30834,26842,23446,20500,17406,15233,13561,12200,11561
"SE12 East-Central Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","women",35200,36010,36410,36405,36299,38431,37900,38476,37959,37747,37597,37704,37720,37732,38662,38100,37968,37376,36577,35551,34541,33325,31780,30005,27809,25158,22421,19677,17446,15412,13672,11991,10781,9803,8872,8679
"SE12 East-Central Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","men",18285,18053,17355,16303,15203,16027,14986,14057,13069,12623,11811,11205,10864,10719,10815,11853,12260,12637,12751,12804,13002,13392,14281,15406,17010,18829,20887,23324,25215,27130,29253,31119,32446,33414,34145,34826
"SE12 East-Central Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","women",6640,7106,7482,7767,7982,8854,8932,8964,8920,9209,9185,9181,9306,9433,9855,13571,14895,16479,17469,18232,18977,19753,20702,21212,21702,22134,22502,22884,23231,23604,23960,24110,24279,24415,24268,24191
"SE12 East-Central Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",8311,8991,9418,9737,10218,12330,12483,12740,12849,13377,13360,13337,13377,13527,13862,13922,14472,15006,15483,15671,15755,15790,15842,15578,15250,14697,14114,13447,12960,12852,12675,12694,12835,13108,13292,13857
"SE12 East-Central Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",11375,12089,12691,12975,13501,16133,16444,16824,16941,17289,17239,17106,17002,17079,17251,16469,16744,16971,17360,17175,16533,16317,15935,15695,15085,14439,13708,12934,12560,12154,11983,11947,11965,12106,12475,13101
"SE12 East-Central Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","men",13517,13727,13699,13479,13560,14082,13635,13174,12655,12709,12179,11741,11440,11071,11038,11647,11819,12350,12769,13057,13659,14392,15369,16465,17411,18439,19303,20122,20797,21719,22593,23180,23688,24173,24483,24883
"SE12 East-Central Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","women",12341,12801,12836,12866,12953,13220,12893,12463,12044,12055,11720,11572,11520,11430,11664,13762,14352,15355,16092,17400,19266,20992,22852,24703,26749,28537,30310,31735,33123,34540,36174,37232,37972,38911,39260,39882
"SE12 East-Central Sweden","35-44 years","post-graduate education (ISCED97 6)","men",1577,1641,1631,1620,1596,1492,1460,1403,1384,1480,1473,1506,1497,1489,1581,1627,1716,1756,1776,1857,1878,1963,2000,2077,2114,2152,2193,2256,2356,2399,2425,2407,2443,2472,2528,2559
"SE12 East-Central Sweden","35-44 years","post-graduate education (ISCED97 6)","women",570,604,604,599,604,387,369,368,380,446,489,522,538,559,611,690,777,827,905,1002,1035,1099,1211,1328,1424,1527,1593,1708,1779,1865,1968,2036,2074,2119,2169,2174
"SE12 East-Central Sweden","35-44 years","no information about level of educational attainment","men",4396,4413,4698,5025,5492,1032,1496,1934,2738,1353,1221,1255,1153,1276,999,900,931,758,827,802,757,844,929,998,1084,1143,1169,1306,1437,1499,1630,2067,2389,2706,2896,2935
"SE12 East-Central Sweden","35-44 years","no information about level of educational attainment","women",3135,3054,3389,3615,3958,695,1055,1411,2174,1006,998,1027,956,1099,956,846,915,826,859,832,766,860,815,896,987,1001,981,1093,1125,1108,1183,1417,1553,1794,1844,1867
"SE12 East-Central Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","men",33742,33469,33217,33203,32977,32931,32268,31024,29597,27856,25817,23629,20853,18147,15366,12142,9821,7766,6126,4789,3727,2950,2551,2318,2172,2137,2086,2070,2144,2306,2394,2532,2633,2724,2813,2873
"SE12 East-Central Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","women",32618,31781,30768,30352,28785,26993,26143,24296,22858,21515,19920,18105,16029,13913,11796,9209,7405,5942,4736,3852,3226,2738,2509,2470,2417,2528,2626,2698,2874,3073,3222,3354,3516,3615,3776,3841
"SE12 East-Central Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","men",3324,3482,3672,4082,4649,5342,6053,6773,7610,8524,9457,10444,11797,13480,14959,14867,15706,16403,16834,17109,17227,17248,16994,16185,15422,15013,14308,13539,12744,11996,11479,11059,10645,10324,9860,9263
"SE12 East-Central Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","women",6691,6954,7381,7961,8519,8923,9632,9817,10357,10917,11457,11830,12389,13406,14088,12905,12869,12838,12656,12401,12147,11930,11532,10992,10369,9895,9390,8900,8291,7857,7497,7221,6943,6663,6403,6052
"SE12 East-Central Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","men",14460,15211,16205,17518,18978,20290,21787,23454,24860,26195,27347,28348,29219,29553,29670,31907,32848,33564,34377,35157,36040,37220,38478,39923,41902,43171,44299,45463,46385,47059,47389,47503,46474,44717,42320,39270
"SE12 East-Central Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","women",19330,20213,21477,23090,26020,29116,31074,34102,35734,37139,38196,38767,39161,38661,37897,38686,38067,37504,36819,36171,35756,35564,35360,35003,35397,35397,35158,34777,34192,33454,32692,31782,30495,29001,27123,24753
"SE12 East-Central Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","men",10582,11066,11828,12781,13831,15809,16808,17799,18452,19137,19471,19416,19057,18153,17138,16039,15037,14113,13233,12483,11859,11457,11334,11394,11601,11967,12254,12504,12690,12898,13166,13641,14647,15699,17198,19026
"SE12 East-Central Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","women",2277,2456,2728,3077,3613,4853,5455,6090,6700,7348,7859,8247,8614,8807,8902,9613,9822,10138,10432,10799,11095,11504,12111,12867,13867,14861,16000,17127,17977,18709,19483,20186,20937,21372,21695,22054
"SE12 East-Central Sweden","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",4397,4664,5007,5425,6018,7530,8126,8704,9328,9992,10719,11375,11929,12304,12636,12812,12957,13140,13242,13291,13209,13175,13252,13589,13935,14324,14818,15343,15812,16082,16397,16664,16868,16899,16638,16091
"SE12 East-Central Sweden","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",5207,5681,6173,6691,7539,9810,10611,11552,12502,13511,14350,15205,15938,16415,16576,15103,15360,15689,16101,16094,15759,15487,15371,15337,15547,15701,15883,16065,16078,16159,16135,16354,16356,16478,15977,15542
"SE12 East-Central Sweden","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","men",5927,6358,6924,7639,8858,10054,10979,11758,12520,13404,14092,14420,14602,14508,14161,14270,13982,13779,13347,12989,12701,12486,12513,12476,12726,12957,13249,13628,14117,14554,15097,15894,16871,17901,18947,19958
